goodreads_book_id,tag_id,tag_name
2,20547,movie
34,20547,movie
930,20547,movie
968,20547,movie
4214,20547,movie
14050,20547,movie
15931,20547,movie
22628,20547,movie
41865,20547,movie
43641,20547,movie
49041,20547,movie
100915,20547,movie
428263,20547,movie
2429135,20547,movie
4667024,20547,movie
12232938,20547,movie
343,20656,murder
16299,20656,murder
16304,20656,murder
168642,20656,murder
2429135,20656,murder
5060378,20656,murder
5886881,20656,murder
8442457,20656,murder
12232938,20656,murder
22557272,20656,murder
