goodreads_book_id,tag_id,tag_name
37470,14539,historicalfiction
4894,20520,motivational
36072,20520,motivational
960,20989,mystery-suspense
968,20989,mystery-suspense
976,20989,mystery-suspense
1232,20989,mystery-suspense
5358,20989,mystery-suspense
5359,20989,mystery-suspense
6427,20989,mystery-suspense
6534,20989,mystery-suspense
6853,20989,mystery-suspense
6854,20989,mystery-suspense
7061,20989,mystery-suspense
8921,20989,mystery-suspense
11125,20989,mystery-suspense
12873,20989,mystery-suspense
13136,20989,mystery-suspense
13137,20989,mystery-suspense
13145,20989,mystery-suspense
13148,20989,mystery-suspense
16299,20989,mystery-suspense
16304,20989,mystery-suspense
16343,20989,mystery-suspense
24192,20989,mystery-suspense
32499,20989,mystery-suspense
32542,20989,mystery-suspense
40440,20989,mystery-suspense
66559,20989,mystery-suspense
78129,20989,mystery-suspense
102868,20989,mystery-suspense
231604,20989,mystery-suspense
237209,20989,mystery-suspense
268602,20989,mystery-suspense
1914973,20989,mystery-suspense
2429135,20989,mystery-suspense
5060378,20989,mystery-suspense
5886881,20989,mystery-suspense
6218281,20989,mystery-suspense
6411961,20989,mystery-suspense
6892870,20989,mystery-suspense
7093952,20989,mystery-suspense
9436746,20989,mystery-suspense
9736930,20989,mystery-suspense
11367726,20989,mystery-suspense
12232938,20989,mystery-suspense
16160797,20989,mystery-suspense
17212231,20989,mystery-suspense
18214414,20989,mystery-suspense
18812405,20989,mystery-suspense
22557272,20989,mystery-suspense
28187230,20989,mystery-suspense
7869,28482,spy-thriller
10507293,4112,beautiful-covers
11408650,4112,beautiful-covers
13138635,4112,beautiful-covers
18335634,4112,beautiful-covers
18635016,4112,beautiful-covers
