goodreads_book_id,tag_id,tag_name
6186357,10074,dystopian-post-apocalyptic
7735333,10074,dystopian-post-apocalyptic
9275658,10074,dystopian-post-apocalyptic
11500217,10074,dystopian-post-apocalyptic
11614718,10074,dystopian-post-apocalyptic
11735983,10074,dystopian-post-apocalyptic
16101128,10074,dystopian-post-apocalyptic
18710190,10074,dystopian-post-apocalyptic
968,21003,mystery-thrillers
1617,32917,wwii
4069,32917,wwii
4981,32917,wwii
6867,32917,wwii
10058,32917,wwii
11713,32917,wwii
15195,32917,wwii
15196,32917,wwii
15197,32917,wwii
19063,32917,wwii
27323,32917,wwii
39999,32917,wwii
42389,32917,wwii
43944,32917,wwii
47281,32917,wwii
48834,32917,wwii
48855,32917,wwii
49250,32917,wwii
49251,32917,wwii
49465,32917,wwii
83144,32917,wwii
91357,32917,wwii
101299,32917,wwii
128066,32917,wwii
161156,32917,wwii
168668,32917,wwii
375013,32917,wwii
541920,32917,wwii
542389,32917,wwii
556602,32917,wwii
561909,32917,wwii
682761,32917,wwii
767171,32917,wwii
771332,32917,wwii
1128178,32917,wwii
1971304,32917,wwii
2017056,32917,wwii
2728527,32917,wwii
3367956,32917,wwii
6514074,32917,wwii
7274337,32917,wwii
7632329,32917,wwii
7824322,32917,wwii
8664353,32917,wwii
9729504,32917,wwii
9938498,32917,wwii
11010251,32917,wwii
11925514,32917,wwii
13593526,32917,wwii
15753740,32917,wwii
15790842,32917,wwii
15801668,32917,wwii
16158542,32917,wwii
17262236,32917,wwii
17456328,32917,wwii
17905709,32917,wwii
18143977,32917,wwii
20912424,32917,wwii
21853621,32917,wwii
23209927,32917,wwii
25614492,32917,wwii
25814512,32917,wwii
25893693,32917,wwii
14866,5918,bullying
439288,5918,bullying
1217100,5918,bullying
6316171,5918,bullying
6482837,5918,bullying
11387515,5918,bullying
15745753,5918,bullying
6936382,8740,cute
16068905,8740,cute
