goodreads_book_id,tag_id,tag_name
5805,13568,graphic-novels-comics
9516,13568,graphic-novels-comics
9517,13568,graphic-novels-comics
15195,13568,graphic-novels-comics
15196,13568,graphic-novels-comics
15197,13568,graphic-novels-comics
15719,13568,graphic-novels-comics
21325,13568,graphic-novels-comics
21326,13568,graphic-novels-comics
21329,13568,graphic-novels-comics
23754,13568,graphic-novels-comics
25099,13568,graphic-novels-comics
25100,13568,graphic-novels-comics
25101,13568,graphic-novels-comics
25102,13568,graphic-novels-comics
25105,13568,graphic-novels-comics
25179,13568,graphic-novels-comics
29800,13568,graphic-novels-comics
29801,13568,graphic-novels-comics
29802,13568,graphic-novels-comics
38333,13568,graphic-novels-comics
38990,13568,graphic-novels-comics
59960,13568,graphic-novels-comics
59980,13568,graphic-novels-comics
62953,13568,graphic-novels-comics
71252,13568,graphic-novels-comics
95431,13568,graphic-novels-comics
96358,13568,graphic-novels-comics
106069,13568,graphic-novels-comics
118944,13568,graphic-novels-comics
138396,13568,graphic-novels-comics
138398,13568,graphic-novels-comics
156534,13568,graphic-novels-comics
167010,13568,graphic-novels-comics
297627,13568,graphic-novels-comics
332631,13568,graphic-novels-comics
472331,13568,graphic-novels-comics
744615,13568,graphic-novels-comics
991197,13568,graphic-novels-comics
3217221,13568,graphic-novels-comics
6120349,13568,graphic-novels-comics
6839093,13568,graphic-novels-comics
9615347,13568,graphic-novels-comics
10138607,13568,graphic-novels-comics
15704307,13568,graphic-novels-comics
16002136,13568,graphic-novels-comics
17131869,13568,graphic-novels-comics
17571564,13568,graphic-novels-comics
18465566,13568,graphic-novels-comics
18630542,13568,graphic-novels-comics
18659623,13568,graphic-novels-comics
19351043,13568,graphic-novels-comics
19358975,13568,graphic-novels-comics
19536001,13568,graphic-novels-comics
20299683,13568,graphic-novels-comics
20898019,13568,graphic-novels-comics
22554204,13568,graphic-novels-comics
23017947,13568,graphic-novels-comics
23093359,13568,graphic-novels-comics
23093367,13568,graphic-novels-comics
25451555,13568,graphic-novels-comics
25855506,13568,graphic-novels-comics
28204534,13568,graphic-novels-comics
28862528,13568,graphic-novels-comics
3636,28964,summer-reading
99561,28964,summer-reading
6442769,28964,summer-reading
8442457,28964,summer-reading
15745753,28964,summer-reading
16069030,752,2014-release
