goodreads_book_id,tag_id,tag_name
22318578,14752,home
880,15924,italy
960,15924,italy
3087,15924,italy
6656,15924,italy
9809,15924,italy
10799,15924,italy
11713,15924,italy
12786,15924,italy
15645,15924,italy
17841,15924,italy
18135,15924,italy
19501,15924,italy
28078,15924,italy
28862,15924,italy
51799,15924,italy
62212,15924,italy
68099,15924,italy
119073,15924,italy
148821,15924,italy
321552,15924,italy
374233,15924,italy
480479,15924,italy
625094,15924,italy
6718608,15924,italy
6834410,15924,italy
11447921,15924,italy
13127599,15924,italy
13586707,15924,italy
16099189,15924,italy
17212231,15924,italy
17465515,15924,italy
23156040,15924,italy
25242224,15924,italy
25,19742,memoirs
28,19742,memoirs
930,19742,memoirs
1617,19742,memoirs
1624,19742,memoirs
1845,19742,memoirs
1848,19742,memoirs
2743,19742,memoirs
3686,19742,memoirs
4069,19742,memoirs
4136,19742,memoirs
4137,19742,memoirs
4138,19742,memoirs
4373,19742,memoirs
4507,19742,memoirs
4909,19742,memoirs
4912,19742,memoirs
4953,19742,memoirs
5306,19742,memoirs
5544,19742,memoirs
6900,19742,memoirs
7445,19742,memoirs
7531,19742,memoirs
7815,19742,memoirs
8725,19742,memoirs
8765,19742,memoirs
9516,19742,memoirs
9517,19742,memoirs
9742,19742,memoirs
9791,19742,memoirs
10176,19742,memoirs
10538,19742,memoirs
10569,19742,memoirs
10890,19742,memoirs
11466,19742,memoirs
12540,19742,memoirs
12691,19742,memoirs
13214,19742,memoirs
13747,19742,memoirs
14241,19742,memoirs
15171,19742,memoirs
15196,19742,memoirs
15197,19742,memoirs
19501,19742,memoirs
24687,19742,memoirs
26023,19742,memoirs
27126,19742,memoirs
28116,19742,memoirs
29209,19742,memoirs
29486,19742,memoirs
30852,19742,memoirs
32085,19742,memoirs
32370,19742,memoirs
33313,19742,memoirs
35982,19742,memoirs
36529,19742,memoirs
38990,19742,memoirs
40173,19742,memoirs
40189,19742,memoirs
43015,19742,memoirs
46190,19742,memoirs
46799,19742,memoirs
46815,19742,memoirs
48855,19742,memoirs
49436,19742,memoirs
53645,19742,memoirs
54529,19742,memoirs
60748,19742,memoirs
61115,19742,memoirs
68783,19742,memoirs
73965,19742,memoirs
79790,19742,memoirs
80570,19742,memoirs
80642,19742,memoirs
81227,19742,memoirs
82751,19742,memoirs
82970,19742,memoirs
88061,19742,memoirs
92057,19742,memoirs
109520,19742,memoirs
144977,19742,memoirs
146064,19742,memoirs
180066,19742,memoirs
193755,19742,memoirs
196764,19742,memoirs
227603,19742,memoirs
242006,19742,memoirs
249042,19742,memoirs
252577,19742,memoirs
316558,19742,memoirs
341879,19742,memoirs
361459,19742,memoirs
454856,19742,memoirs
470495,19742,memoirs
480479,19742,memoirs
495395,19742,memoirs
503248,19742,memoirs
534255,19742,memoirs
561909,19742,memoirs
657371,19742,memoirs
781787,19742,memoirs
818811,19742,memoirs
821611,19742,memoirs
991197,19742,memoirs
1044355,19742,memoirs
1098486,19742,memoirs
1432370,19742,memoirs
1779929,19742,memoirs
2145681,19742,memoirs
2195289,19742,memoirs
2195464,19742,memoirs
2202049,19742,memoirs
2318271,19742,memoirs
3257136,19742,memoirs
4961048,19742,memoirs
5093760,19742,memoirs
6114607,19742,memoirs
6314763,19742,memoirs
6340016,19742,memoirs
6365221,19742,memoirs
6366437,19742,memoirs
6398634,19742,memoirs
6407014,19742,memoirs
6472246,19742,memoirs
6534932,19742,memoirs
6728738,19742,memoirs
7099273,19742,memoirs
7821447,19742,memoirs
7897478,19742,memoirs
7933292,19742,memoirs
8459594,19742,memoirs
8664353,19742,memoirs
9160695,19742,memoirs
9219901,19742,memoirs
9418327,19742,memoirs
9439303,19742,memoirs
9972053,19742,memoirs
10211494,19742,memoirs
10252302,19742,memoirs
10335308,19742,memoirs
10600242,19742,memoirs
11230081,19742,memoirs
11330361,19742,memoirs
11395597,19742,memoirs
11566956,19742,memoirs
12262741,19742,memoirs
12867423,19742,memoirs
12868761,19742,memoirs
13069213,19742,memoirs
13331184,19742,memoirs
13547180,19742,memoirs
13547241,19742,memoirs
15451058,19742,memoirs
15790837,19742,memoirs
15827066,19742,memoirs
16113737,19742,memoirs
16141924,19742,memoirs
16218778,19742,memoirs
17571564,19742,memoirs
17851885,19742,memoirs
18039963,19742,memoirs
18478222,19742,memoirs
18594409,19742,memoirs
18803640,19742,memoirs
20170296,19742,memoirs
20588698,19742,memoirs
20663702,19742,memoirs
20821284,19742,memoirs
20910157,19742,memoirs
21412202,19742,memoirs
22716447,19742,memoirs
22934446,19742,memoirs
23341862,19742,memoirs
23705512,19742,memoirs
23848559,19742,memoirs
24728470,19742,memoirs
25065522,19742,memoirs
25065629,19742,memoirs
25332115,19742,memoirs
25489625,19742,memoirs
25690958,19742,memoirs
25733983,19742,memoirs
25899336,19742,memoirs
26025989,19742,memoirs
27161156,19742,memoirs
29340182,19742,memoirs
29405093,19742,memoirs
29780253,19742,memoirs
29868610,19742,memoirs
30253864,19742,memoirs
31845516,19742,memoirs
1,2104,all-time-favorites
2,2104,all-time-favorites
3,2104,all-time-favorites
5,2104,all-time-favorites
6,2104,all-time-favorites
11,2104,all-time-favorites
33,2104,all-time-favorites
34,2104,all-time-favorites
320,2104,all-time-favorites
378,2104,all-time-favorites
865,2104,all-time-favorites
890,2104,all-time-favorites
930,2104,all-time-favorites
960,2104,all-time-favorites
