goodreads_book_id,tag_id,tag_name
1420,10658,english-literature
1622,10658,english-literature
1885,10658,english-literature
1953,10658,english-literature
2156,10658,english-literature
2623,10658,english-literature
2932,10658,english-literature
4900,10658,english-literature
5129,10658,english-literature
5297,10658,english-literature
5326,10658,english-literature
5470,10658,english-literature
6185,10658,english-literature
6969,10658,english-literature
7613,10658,english-literature
7624,10658,english-literature
8852,10658,english-literature
10210,10658,english-literature
12938,10658,english-literature
12996,10658,english-literature
14935,10658,english-literature
14942,10658,english-literature
17245,10658,english-literature
18135,10658,english-literature
18254,10658,english-literature
18490,10658,english-literature
32261,10658,english-literature
45032,10658,english-literature
50398,10658,english-literature
51496,10658,english-literature
58696,10658,english-literature
59716,10658,english-literature
92303,10658,english-literature
49041,24990,read-2009
428263,24990,read-2009
