goodreads_book_id,tag_id,tag_name
50,25438,realistic-fiction
890,25438,realistic-fiction
902,25438,realistic-fiction
968,25438,realistic-fiction
1934,25438,realistic-fiction
2657,25438,realistic-fiction
2839,25438,realistic-fiction
2956,25438,realistic-fiction
2998,25438,realistic-fiction
3473,25438,realistic-fiction
3980,25438,realistic-fiction
4214,25438,realistic-fiction
4325,25438,realistic-fiction
4538,25438,realistic-fiction
4588,25438,realistic-fiction
4671,25438,realistic-fiction
5107,25438,realistic-fiction
5139,25438,realistic-fiction
5148,25438,realistic-fiction
5452,25438,realistic-fiction
5453,25438,realistic-fiction
5454,25438,realistic-fiction
5526,25438,realistic-fiction
6514,25438,realistic-fiction
7624,25438,realistic-fiction
8127,25438,realistic-fiction
8953,25438,realistic-fiction
10365,25438,realistic-fiction
10917,25438,realistic-fiction
13067,25438,realistic-fiction
13083,25438,realistic-fiction
14866,25438,realistic-fiction
15931,25438,realistic-fiction
16178,25438,realistic-fiction
17020,25438,realistic-fiction
17162,25438,realistic-fiction
19057,25438,realistic-fiction
19063,25438,realistic-fiction
19448,25438,realistic-fiction
19469,25438,realistic-fiction
22205,25438,realistic-fiction
22232,25438,realistic-fiction
22628,25438,realistic-fiction
23228,25438,realistic-fiction
25373,25438,realistic-fiction
33906,25438,realistic-fiction
37187,25438,realistic-fiction
37435,25438,realistic-fiction
37732,25438,realistic-fiction
37741,25438,realistic-fiction
37743,25438,realistic-fiction
38703,25438,realistic-fiction
38709,25438,realistic-fiction
38980,25438,realistic-fiction
39999,25438,realistic-fiction
41667,25438,realistic-fiction
42369,25438,realistic-fiction
44184,25438,realistic-fiction
46677,25438,realistic-fiction
46799,25438,realistic-fiction
47281,25438,realistic-fiction
49750,25438,realistic-fiction
51737,25438,realistic-fiction
51738,25438,realistic-fiction
51740,25438,realistic-fiction
53496,25438,realistic-fiction
53498,25438,realistic-fiction
65070,25438,realistic-fiction
77203,25438,realistic-fiction
80674,25438,realistic-fiction
87220,25438,realistic-fiction
89716,25438,realistic-fiction
89731,25438,realistic-fiction
89755,25438,realistic-fiction
89763,25438,realistic-fiction
91244,25438,realistic-fiction
91253,25438,realistic-fiction
99561,25438,realistic-fiction
104378,25438,realistic-fiction
104379,25438,realistic-fiction
105999,25438,realistic-fiction
123106,25438,realistic-fiction
128029,25438,realistic-fiction
138202,25438,realistic-fiction
139253,25438,realistic-fiction
139463,25438,realistic-fiction
147243,25438,realistic-fiction
148769,25438,realistic-fiction
162085,25438,realistic-fiction
162089,25438,realistic-fiction
163465,25438,realistic-fiction
170171,25438,realistic-fiction
170529,25438,realistic-fiction
171020,25438,realistic-fiction
201114,25438,realistic-fiction
207153,25438,realistic-fiction
207802,25438,realistic-fiction
216048,25438,realistic-fiction
222458,25438,realistic-fiction
231804,25438,realistic-fiction
232576,25438,realistic-fiction
233818,25438,realistic-fiction
235127,25438,realistic-fiction
237320,25438,realistic-fiction
248704,25438,realistic-fiction
253106,25438,realistic-fiction
266904,25438,realistic-fiction
270730,25438,realistic-fiction
270804,25438,realistic-fiction
270805,25438,realistic-fiction
270807,25438,realistic-fiction
301022,25438,realistic-fiction
310258,25438,realistic-fiction
317282,25438,realistic-fiction
331920,25438,realistic-fiction
357664,25438,realistic-fiction
363851,25438,realistic-fiction
368468,25438,realistic-fiction
389627,25438,realistic-fiction
402013,25438,realistic-fiction
439173,25438,realistic-fiction
439288,25438,realistic-fiction
452306,25438,realistic-fiction
517344,25438,realistic-fiction
522471,25438,realistic-fiction
544424,25438,realistic-fiction
556136,25438,realistic-fiction
662597,25438,realistic-fiction
693208,25438,realistic-fiction
712807,25438,realistic-fiction
721003,25438,realistic-fiction
816953,25438,realistic-fiction
820517,25438,realistic-fiction
828084,25438,realistic-fiction
835202,25438,realistic-fiction
846984,25438,realistic-fiction
852470,25438,realistic-fiction
890143,25438,realistic-fiction
1025250,25438,realistic-fiction
1062516,25438,realistic-fiction
1162022,25438,realistic-fiction
1217100,25438,realistic-fiction
1258121,25438,realistic-fiction
1295102,25438,realistic-fiction
1314332,25438,realistic-fiction
1629601,25438,realistic-fiction
1809465,25438,realistic-fiction
2020935,25438,realistic-fiction
2153405,25438,realistic-fiction
2241059,25438,realistic-fiction
2429135,25438,realistic-fiction
2954411,25438,realistic-fiction
3097601,25438,realistic-fiction
3153910,25438,realistic-fiction
3213286,25438,realistic-fiction
3223761,25438,realistic-fiction
3238153,25438,realistic-fiction
3276072,25438,realistic-fiction
3293821,25438,realistic-fiction
3700085,25438,realistic-fiction
3798703,25438,realistic-fiction
4268157,25438,realistic-fiction
4374400,25438,realistic-fiction
4570768,25438,realistic-fiction
4667024,25438,realistic-fiction
4835838,25438,realistic-fiction
5152478,25438,realistic-fiction
5231173,25438,realistic-fiction
5303373,25438,realistic-fiction
5310515,25438,realistic-fiction
5510384,25438,realistic-fiction
5821978,25438,realistic-fiction
6054449,25438,realistic-fiction
6316171,25438,realistic-fiction
6338619,25438,realistic-fiction
6373717,25438,realistic-fiction
6393631,25438,realistic-fiction
6400090,25438,realistic-fiction
6408862,25438,realistic-fiction
6442769,25438,realistic-fiction
6482837,25438,realistic-fiction
6567017,25438,realistic-fiction
6574102,25438,realistic-fiction
6578293,25438,realistic-fiction
6584188,25438,realistic-fiction
6596547,25438,realistic-fiction
6604794,25438,realistic-fiction
6609549,25438,realistic-fiction
6609764,25438,realistic-fiction
6609765,25438,realistic-fiction
6665671,25438,realistic-fiction
6931356,25438,realistic-fiction
6936382,25438,realistic-fiction
7137775,25438,realistic-fiction
7150174,25438,realistic-fiction
7171876,25438,realistic-fiction
7600924,25438,realistic-fiction
7664334,25438,realistic-fiction
7766027,25438,realistic-fiction
7783920,25438,realistic-fiction
7823678,25438,realistic-fiction
7824322,25438,realistic-fiction
7863274,25438,realistic-fiction
7906105,25438,realistic-fiction
7937843,25438,realistic-fiction
7981456,25438,realistic-fiction
8354134,25438,realistic-fiction
8442457,25438,realistic-fiction
8492825,25438,realistic-fiction
8492856,25438,realistic-fiction
8537327,25438,realistic-fiction
8563789,25438,realistic-fiction
8621462,25438,realistic-fiction
8662836,25438,realistic-fiction
8680278,25438,realistic-fiction
8720917,25438,realistic-fiction
8909152,25438,realistic-fiction
9165406,25438,realistic-fiction
9627755,25438,realistic-fiction
9673436,25438,realistic-fiction
9858488,25438,realistic-fiction
9888775,25438,realistic-fiction
9961796,25438,realistic-fiction
10128428,25438,realistic-fiction
10194514,25438,realistic-fiction
10757806,25438,realistic-fiction
10798416,25438,realistic-fiction
10798418,25438,realistic-fiction
10866233,25438,realistic-fiction
10947600,25438,realistic-fiction
10959277,25438,realistic-fiction
11071466,25438,realistic-fiction
11178225,25438,realistic-fiction
11254250,25438,realistic-fiction
11387515,25438,realistic-fiction
11505797,25438,realistic-fiction
11561469,25438,realistic-fiction
11594337,25438,realistic-fiction
11595276,25438,realistic-fiction
11737313,25438,realistic-fiction
11861815,25438,realistic-fiction
11870085,25438,realistic-fiction
11925514,25438,realistic-fiction
12000020,25438,realistic-fiction
12081467,25438,realistic-fiction
12232938,25438,realistic-fiction
12294652,25438,realistic-fiction
12700353,25438,realistic-fiction
12842134,25438,realistic-fiction
12875258,25438,realistic-fiction
12926804,25438,realistic-fiction
13069935,25438,realistic-fiction
13132816,25438,realistic-fiction
13262061,25438,realistic-fiction
13372690,25438,realistic-fiction
13436373,25438,realistic-fiction
13477676,25438,realistic-fiction
13522285,25438,realistic-fiction
13526165,25438,realistic-fiction
13539044,25438,realistic-fiction
13561164,25438,realistic-fiction
13563669,25438,realistic-fiction
13623777,25438,realistic-fiction
15283043,25438,realistic-fiction
15717943,25438,realistic-fiction
15745753,25438,realistic-fiction
