goodreads_book_id,tag_id,tag_name
320,12948,general-fiction
662,12948,general-fiction
865,12948,general-fiction
890,12948,general-fiction
930,12948,general-fiction
960,12948,general-fiction
968,12948,general-fiction
1232,12948,general-fiction
1295,12948,general-fiction
1885,12948,general-fiction
1934,12948,general-fiction
1953,12948,general-fiction
2122,12948,general-fiction
2165,12948,general-fiction
2187,12948,general-fiction
2623,12948,general-fiction
2657,12948,general-fiction
2865,12948,general-fiction
2956,12948,general-fiction
3876,12948,general-fiction
3985,12948,general-fiction
4214,12948,general-fiction
4271,12948,general-fiction
4381,12948,general-fiction
4395,12948,general-fiction
4406,12948,general-fiction
4407,12948,general-fiction
4473,12948,general-fiction
4588,12948,general-fiction
4671,12948,general-fiction
4900,12948,general-fiction
4980,12948,general-fiction
4981,12948,general-fiction
5043,12948,general-fiction
5107,12948,general-fiction
5129,12948,general-fiction
5139,12948,general-fiction
5203,12948,general-fiction
5297,12948,general-fiction
5326,12948,general-fiction
5358,12948,general-fiction
5470,12948,general-fiction
5759,12948,general-fiction
5826,12948,general-fiction
6149,12948,general-fiction
6185,12948,general-fiction
6288,12948,general-fiction
6334,12948,general-fiction
6514,12948,general-fiction
6867,12948,general-fiction
6952,12948,general-fiction
6969,12948,general-fiction
7069,12948,general-fiction
7126,12948,general-fiction
7144,12948,general-fiction
7244,12948,general-fiction
7354,12948,general-fiction
7604,12948,general-fiction
7613,12948,general-fiction
7624,12948,general-fiction
7677,12948,general-fiction
7763,12948,general-fiction
9375,12948,general-fiction
9712,12948,general-fiction
9777,12948,general-fiction
10441,12948,general-fiction
10692,12948,general-fiction
10917,12948,general-fiction
12873,12948,general-fiction
14050,12948,general-fiction
14866,12948,general-fiction
14891,12948,general-fiction
14935,12948,general-fiction
15931,12948,general-fiction
18373,12948,general-fiction
18405,12948,general-fiction
18490,12948,general-fiction
19063,12948,general-fiction
21787,12948,general-fiction
22034,12948,general-fiction
22628,12948,general-fiction
24583,12948,general-fiction
28881,12948,general-fiction
28921,12948,general-fiction
29044,12948,general-fiction
29059,12948,general-fiction
30868,12948,general-fiction
32234,12948,general-fiction
32542,12948,general-fiction
37415,12948,general-fiction
37435,12948,general-fiction
37442,12948,general-fiction
37781,12948,general-fiction
38447,12948,general-fiction
40440,12948,general-fiction
47401,12948,general-fiction
49552,12948,general-fiction
49628,12948,general-fiction
70401,12948,general-fiction
76620,12948,general-fiction
77203,12948,general-fiction
78433,12948,general-fiction
128029,12948,general-fiction
135479,12948,general-fiction
137791,12948,general-fiction
153747,12948,general-fiction
168668,12948,general-fiction
227443,12948,general-fiction
227463,12948,general-fiction
231804,12948,general-fiction
285092,12948,general-fiction
310612,12948,general-fiction
332613,12948,general-fiction
2153405,12948,general-fiction
2429135,12948,general-fiction
2728527,12948,general-fiction
3153910,12948,general-fiction
4667024,12948,general-fiction
5060378,12948,general-fiction
6280118,12948,general-fiction
6411961,12948,general-fiction
6643090,12948,general-fiction
6892870,12948,general-fiction
7331435,12948,general-fiction
7937843,12948,general-fiction
9361589,12948,general-fiction
10644930,12948,general-fiction
11870085,12948,general-fiction
12232938,12948,general-fiction
13158800,12948,general-fiction
13227454,12948,general-fiction
13486632,12948,general-fiction
13526165,12948,general-fiction
13538873,12948,general-fiction
15507958,12948,general-fiction
15790842,12948,general-fiction
16181775,12948,general-fiction
17212231,12948,general-fiction
17333223,12948,general-fiction
17802724,12948,general-fiction
18081809,12948,general-fiction
18143977,12948,general-fiction
18293427,12948,general-fiction
18774964,12948,general-fiction
19486412,12948,general-fiction
22557272,12948,general-fiction
24817626,12948,general-fiction
2,16805,juvenile-fiction
50,16805,juvenile-fiction
378,16805,juvenile-fiction
902,16805,juvenile-fiction
2839,16805,juvenile-fiction
2998,16805,juvenile-fiction
3980,16805,juvenile-fiction
6310,16805,juvenile-fiction
6319,16805,juvenile-fiction
6689,16805,juvenile-fiction
8127,16805,juvenile-fiction
10365,16805,juvenile-fiction
17061,16805,juvenile-fiction
18131,16805,juvenile-fiction
24178,16805,juvenile-fiction
24337,16805,juvenile-fiction
28186,16805,juvenile-fiction
28187,16805,juvenile-fiction
37186,16805,juvenile-fiction
37190,16805,juvenile-fiction
37732,16805,juvenile-fiction
38709,16805,juvenile-fiction
39988,16805,juvenile-fiction
47281,16805,juvenile-fiction
65605,16805,juvenile-fiction
83369,16805,juvenile-fiction
84981,16805,juvenile-fiction
100915,16805,juvenile-fiction
233818,16805,juvenile-fiction
266904,16805,juvenile-fiction
307791,16805,juvenile-fiction
357664,16805,juvenile-fiction
389627,16805,juvenile-fiction
561456,16805,juvenile-fiction
2120932,16805,juvenile-fiction
2213661,16805,juvenile-fiction
5310515,16805,juvenile-fiction
9673436,16805,juvenile-fiction
10128428,16805,juvenile-fiction
11387515,16805,juvenile-fiction
11594337,16805,juvenile-fiction
16052012,16805,juvenile-fiction
20912424,16805,juvenile-fiction
320,18896,magic-realism
4929,18896,magic-realism
6952,18896,magic-realism
9328,18896,magic-realism
9712,18896,magic-realism
11275,18896,magic-realism
14836,18896,magic-realism
9361589,18896,magic-realism
15783514,18896,magic-realism
2,20125,mine
428263,20125,mine
1162543,20125,mine
10818853,20125,mine
1,24964,re-reads
2,24964,re-reads
3,24964,re-reads
5,24964,re-reads
6,24964,re-reads
34,24964,re-reads
1885,24964,re-reads
3636,24964,re-reads
4671,24964,re-reads
5907,24964,re-reads
10210,24964,re-reads
15881,24964,re-reads
136251,24964,re-reads
256683,24964,re-reads
1582996,24964,re-reads
6148028,24964,re-reads
3636,33125,young-adult-lit
439288,33125,young-adult-lit
693208,33125,young-adult-lit
1,3389,audiobook
2,3389,audiobook
3,3389,audiobook
5,3389,audiobook
6,3389,audiobook
11,3389,audiobook
21,3389,audiobook
